duns,domain,gt_domain,business_name,address_1,address_2,city_name,state_name,postal_code,country_name,line_of_business,better_domain,perfect_match,probably_match,not_match,alternative_domain,comment,time
946140886,drmc.org,phhealthcare.org,Dubois Regional Medical Center Inc,100 Hospital Ave,,Du Bois,Pennsylvania,15801,USA,Specialty outpatient clinic,,,,,,,
784763471,bmcc.cuny.edu,bmccathletics.com,"Borough of Manhattan Community College Association, Inc.",199 Chambers St,,New York,New York,10007,USA,College/university,,,,,,,
45511487,iana.org,icann.org,Internet Corporation For Assigned Names and Numbers,12025 Waterfront Dr Ste 300,,LOS ANGELES,California,90094,USA,Computer systems design,,,,,,,
61220377,www.mainevent.com,mainevent.com,"Main Event Entertainment, Inc.",1221 S Belt Line Rd Ste 500,,Coppell,Texas,75019,USA,Entertainer/entertainment group,,,,,,,
780825530,www.enphase.com,enphase.com,"Enphase Energy, Inc.",47281 Bayside Pkwy,,FREMONT,California,94538,USA,Mfg semiconductors/related devices,,,,,,,
6962294,nashfinch.com,spartannash.com,Nash-Finch Company,7600 France Ave S Ste 200,,Minneapolis,Minnesota,55435,USA,Whol general groceries,,,,,,,
943685313,zohoinvoice.com,site24x7.com,Zoho Corporation,979 Springdale Rd Ste 123,,Austin,Texas,78702,USA,Prepackaged software services,,,,,,,
178296778,scientologynews.org,scientology.org,Church of Scientology International,6331 Hollywood Blvd Ste 801,,LOS ANGELES,California,90028,USA,Religious organization,,,,,,,
132552092,gwcc.com,gwcca.org,Georgia World Congress Center,285 Andrew Young International Blvd NW,,Atlanta,Georgia,30313,USA,Nonresidential building operator,,,,,,,
832121797,www.aptiv.com,aptiv.com,"Aptiv Services Us, LLC",5725 Innovation Dr,,Troy,Michigan,48098,USA,Mfg motor vehicle parts/accessories,,,,,,,
74820499,www.savingplaces.org,savingplaces.org,National Trust For Historic Preservation In The United States,600 14TH St NW Ste 500,,Washington,District of Columbia,20005,USA,Museum/art gallery,,,,,,,
807938506,stvhs.com,healthcare.ascension.org,St. Vincent's Health System,810 Saint Vincents Dr,,BIRMINGHAM,Alabama,35205,USA,General hospital,,,,,,,
937727907,wfu.edu,wakehealth.edu,Wake Forest University Health Sciences,Medical Center Blvd,,Winston Salem,North Carolina,27157,USA,College/university,,,,,,,
79997987,floridagators.com,gatorzone.com,The University Athletic Association Inc,157 Gale Lemerand Dr,,GAINESVILLE,Florida,32611,USA,Membership organization,,,,,,,
66021627,newportnewsva.com,nnva.gov,City of Newport News,2400 Washington Ave,,NEWPORT NEWS,Virginia,23607,USA,Executive office,,,,,,,
73019465,multiplan.com,multiplan.us,"Multiplan, Inc.",115 5TH Ave,,New York,New York,10003,USA,Management consulting services,,,,,,,
168338536,sugarcrm.com,sugarclub.sugarcrm.com,Sugarcrm Inc.,10050 N Wolfe Rd Ste SW2130,,CUPERTINO,California,95014,USA,Custom computer programming,,,,,,,
47835889,www.corgan.com,corgan.com,"Corgan Associates, Inc.",401 N Houston St,,DALLAS,Texas,75202,USA,Architectural services,,,,,,,
4460809,hyundaiusa.com,potamkin.com,Potamkin Automotive Group Inc,5800 NW 171ST St,,Hialeah,Florida,33015,USA,Ret new/used automobiles,,,,,,,
79358187,us.msasafety.com,in.msasafety.com,MSA Safety Incorporated,1000 Cranberry Woods Dr,,CRANBERRY TOWNSHIP,Pennsylvania,16066,USA,Mfg surgical appliances/supplies,,,,,,,
71572374,greensboro-nc.gov,library.greensboro-nc.gov,City of Greensboro,300 W Washington St,,GREENSBORO,North Carolina,27401,USA,Executive office,,,,,,,
77468270,mainehealth.org,smmc.org,Southern Maine Health Care,1 Medical Center Dr,,Biddeford,Maine,4005,USA,General hospital,,,,,,,
83335265,usj.edu,gengrascenter.org,University of St Joseph,1678 Asylum Ave,,WEST HARTFORD,Connecticut,6117,USA,College/university,,,,,,,
151583630,www.unitedtalent.com,unitedtalent.com,"United Talent Agency Holdings, Inc.",888 7TH Ave Ste 922,,NEW YORK,New York,10106,USA,Theatrical producers/services,,,,,,,
613947738,doctors.oloah.org,fmolsisters.com,"Franciscan Missionaries of Our Lady Health System, Inc.",4200 Essen Ln,,BATON ROUGE,Louisiana,70809,USA,Home health care services,,,,,,,
2347003,daltile.com,careers.daltile.com,"Dal-Tile, LLC",7834 C F Hawn Fwy,,Dallas,Texas,75217,USA,Mfg ceramic wall/floor tile,,,,,,,
939795238,info.carringtonmortgage.com,carringtonmortgage.com,"Carrington Mortgage Services, LLC",1600 S Douglass Rd Ste 110,,ANAHEIM,California,92806,USA,Mortgage banker/correspondent,,,,,,,
6258453,walman.com,walmanoptical.com,The Walman Optical Company,801 12TH Ave N Ste 1,,Minneapolis,Minnesota,55411,USA,Whol ophthalmic goods,,,,,,,
76663889,olympicmedical.org,nhpco.org,Clallam County Public Hospital District 2,939 Caroline St,,Port Angeles,Washington,98362,USA,General hospital,,,,,,,
79293385,lq.com,wyndhamhotels.com,La Quinta Holdings Inc.,909 Hidden RDG Ste 600,,Irving,Texas,75038,USA,Hotel/motel operation,,,,,,,
30223192,ogh.org,brmc-ogh.org,Olean General Hospital,515 Main St,,Olean,New York,14760,USA,General hospital,,,,,,,
80022822,womenshealth.ucsf.edu,ucsfhealth.org,Ucsf Betty Irene Moore Women's Hospital,1855 4TH St,,San Francisco,California,94143,USA,Skilled nursing care facility,,,,,,,
968928841,wonderware.com,aveva.com,"Aveva Software, LLC",26561 Rancho Pkwy S,,Lake Forest,California,92630,USA,Computer systems design,,,,,,,
32447047,shopthebusybee.com,shell.com,"Johnson & Johnson, Inc.",1607 E US Highway 90,,Madison,Florida,32340,USA,Petroleum bulk station,,,,,,,
92861715,depersonalinjury.com,morrisjames.com,Morris James LLP,500 Delaware Ave Ste 1500,,Wilmington,Delaware,19801,USA,Legal services office,,,,,,,
31508141,pmrg.com,madisonmarquette.com,"PM Realty Group, L.P.",1000 Main St Ste 2400,,Houston,Texas,77002,USA,Real estate agent/manager,,,,,,,
168726446,www.eversana.com,eversana.com,"Eversana Life Science Services, LLC",7045 College Blvd Ste 300,,OVERLAND PARK,Kansas,66211,USA,Custom computer programming,,,,,,,
602472573,hyster-yalecareers.com,hyster-yale.com,"Hyster-Yale, Inc.",5875 Landerbrook Dr Ste 300,,CLEVELAND,Ohio,44124,USA,Mfg industrial trucks/tractors,,,,,,,
72109838,bradley.com,babcemploymentlawinsights.com,"Bradley Arant Boult Cummings, LLP",1819 5TH Ave N Ste 200,,Birmingham,Alabama,35203,USA,Legal services office,,,,,,,
1014562,www.chesterton.com,chesterton.com,A. W. Chesterton Company,860 Salem St,,Groveland,Massachusetts,1834,USA,Mfg gaskets/packing/sealing devices,,,,,,,
122400088,bellevuehospital.com,firelands.com,Firelands Regional Health System,1111 Hayes Ave,,Sandusky,Ohio,44870,USA,General hospital,,,,,,,
884475039,www.globalindustrial.com,investors.globalindustrial.com,Global Industrial Company,11 Harbor Park Dr,,PORT WASHINGTON,New York,11050,USA,Whol industrial equipment,,,,,,,
38687430,communityloanservicing.com,bayview.com,"Community Loan Servicing, LLC",4425 Ponce De Leon Blvd Ste 250,,Coral Gables,Florida,33146,USA,Investment advisory service,,,,,,,
147777841,www.fossilgroup.com,fossilgroup.com,"Fossil, Inc.",901 S Central Expy,,Richardson,Texas,75080,USA,Whol jewelry/precious stones,,,,,,,
801927492,mwhconstructors.com,stantec.com,"MWH Global, Inc.",370 Interlocken Blvd Ste 300,,Broomfield,Colorado,80021,USA,Engineering services,,,,,,,
78875378,gogoair.com,ir.gogoair.com,Gogo Inc.,105 Edgeview Dr Ste 300,,BROOMFIELD,Colorado,80021,USA,Communication services,,,,,,,
68572460,poconomedicalcenter.org,lvhn.org,Lehigh Valley Hospital - Pocono,206 E Brown St,,EAST STROUDSBURG,Pennsylvania,18301,USA,General hospital,,,,,,,
830225707,ldpersonalloans.com,loandepot.com,"Loandepot.com, LLC",26642 Towne Centre Dr,,Foothill Ranch,California,92610,USA,Mortgage banker/correspondent,,,,,,,
137320961,www.nationslending.com,nationslending.com,Nations Lending Corporation,4 Summit Park Dr Ste 200,,Independence,Ohio,44131,USA,Mortgage banker/correspondent,,,,,,,
113648773,cspire.com,telepaknetworks.com,"Telepak Networks, Inc.",1018 Highland Colony Pkwy Ste 400,,RIDGELAND,Mississippi,39157,USA,Telephone communications,,,,,,,
828068689,www.ltcrevolution.com,ltcrevolution.com,"Signature Healthcare, LLC",12201 Bluegrass Pkwy,,Louisville,Kentucky,40299,USA,Skilled nursing care facility,,,,,,,
1782176,www.wackerneuson.com,wackerneuson.com,Wacker Neuson America Corporation,N92W15000 Anthony Ave,,MENOMONEE FALLS,Wisconsin,53051,USA,Mfg construction machinery,,,,,,,
5381447,alro.com,alrosteel.com,Alro Steel Corporation,3100 E High St,,JACKSON,Michigan,49203,USA,Metals service center,,,,,,,
7700461,patrick.spaceforce.mil,dla.mil,Defense Logistics Agency,Marina Rd Bldg 1391,,Cocoa,Florida,32925,USA,National security,,,,,,,
884360926,www.serviceexpress.com,serviceexpress.com,"Service Express, LLC",3855 Sparks Dr SE,,Grand Rapids,Michigan,49546,USA,Computer maintenance/repair,,,,,,,
71214365,readinghealth.org,reading.towerhealth.org,Reading Hospital,420 S 5TH Ave,,READING,Pennsylvania,19611,USA,General hospital,,,,,,,
171843584,pattersondental.com,pattersoncompanies.com,"Patterson Dental Supply, Inc.",1031 Mendota Heights Rd,,Saint Paul,Minnesota,55120,USA,Whol medical/hospital equipment,,,,,,,
118214535,www.sweetwaterstudios.com,sweetwaterstudios.com,Surack Investments Corp.,5501 US Highway 30 W,,Fort Wayne,Indiana,46818,USA,Business services,,,,,,,
839374105,energyefficientservices.com,ableserve.com,"Crown Energy Services, Inc.",600 Harrison St Ste 600,,San Francisco,California,94107,USA,Engineering services,,,,,,,
75989673,mansfield.edu,music.mansfield.edu,Mansfield University of Pennsylvania,31 S Academy St,,Mansfield,Pennsylvania,16933,USA,College/university,,,,,,,
3099207,dealerslp.com,remichel.com,"R. E. Michel Company, LLC",One R. E. Michel Drive,,Glen Burnie,Maryland,21060,USA,Whol heat/air cond equipment/supplies,,,,,,,
60611282,mysecondplace.org,riaco.com,"Radiology Imaging Associates, P.C.",10800 E Geddes Ave Ste 300,,Englewood,Colorado,80112,USA,Medical doctor's office,,,,,,,
172385994,efleets.com,enterpriseholdings.com,Enterprise Fleet Management Inc.,2281 Ball Dr,,Saint Louis,Missouri,63146,USA,Passenger car leasing,,,,,,,
76965391,ozarksmedicalcenter.com,ozarkshealthcare.com,Ozarks Medical Center,1100 N Kentucky Ave,,West Plains,Missouri,65775,USA,General hospital,,,,,,,
73278368,www.healthsolutions.org,healthsolutions.org,Public Health Solutions,40 Worth St FL 5,,New York,New York,10013,USA,Noncommercial research organization,,,,,,,
969836696,barlouieamerica.com,barlouie.com,"Bl Restaurant Operations, LLC",15851 Dallas Pkwy Ste 600,,Addison,Texas,75001,USA,Eating place,,,,,,,
79239077,travelport.com,mytripandmore.com,Travelport Limited,300 Galleria Pkwy SE,,Atlanta,Georgia,30339,USA,Travel agency,,,,,,,
69134179,westmarine.com,westmarinepro.com,"West Marine, Inc.",1 E Broward Blvd Ste 200,,FORT LAUDERDALE,Florida,33301,USA,Ret boats,,,,,,,
2486884,avondale.org,avondaleaz.gov,City of Avondale,11465 W Civic Center Dr Ste 280,,AVONDALE,Arizona,85323,USA,Executive office,,,,,,,
969557263,www.lyondellbasell.com,lyondellbasell.com,"Equistar Chemicals, LP",1221 McKinney St Ste 300,,HOUSTON,Texas,77010,USA,Mfg industrial organic chemicals,,,,,,,
608374406,www.broadcom.com,broadcom.com,Avago Technologies U.S. Inc.,1320 Ridder Park Dr,,SAN JOSE,California,95131,USA,Whol electronic parts/equipment,,,,,,,
65106460,laiic.com,pihhealth.org,"Pih Health, Inc.",12401 Washington Blvd,,Whittier,California,90602,USA,General hospital,,,,,,,
77806669,medstarhealth.org,mghwv.com,"Montgomery General Hospital, Inc.",18101 Prince Philip Dr,,OLNEY,Maryland,20832,USA,General hospital,,,,,,,
804538817,www.currentlighting.com,hubbell.com,"Hli Solutions, Inc.",701 Millennium Blvd,,GREENVILLE,South Carolina,29607,USA,Whol electrical equipment,,,,,,,
81790214,oxnard.org,visitoxnard.com,City of Oxnard,300 W 3RD St,,OXNARD,California,93030,USA,Management consulting services,,,,,,,
11496069,www.skillsoft.com,skillsoft.com,Skillsoft (US) LLC,300 Innovative Way Ste 201,,NASHUA,New Hampshire,3062,USA,Prepackaged software services,,,,,,,
67650960,alpha.com,altairadvancedindustries.com,Alpha Technologies Inc,3767 Alpha Way,,BELLINGHAM,Washington,98226,USA,Management consulting services,,,,,,,
938876661,mercy.com,mercycollege.edu,Mercy Health Youngstown LLC,1044 Belmont Ave,,Youngstown,Ohio,44504,USA,General hospital,,,,,,,
86125952,butte.edu,buttecollegebookstore.com,Butte-Glenn Community College District,3536 Butte Campus Dr,,OROVILLE,California,95965,USA,Junior college,,,,,,,
180015062,usa.airliquide.com,airliquide.com,Air Liquide Large Industries U.S. LP,9811 Katy Fwy Ste 100,,HOUSTON,Texas,77024,USA,Mfg industrial gases,,,,,,,
78829900,countyofsb.org,cottagehealth.org,Santa Barbara Cottage Hospital Foundation,400 W Pueblo St,,Santa Barbara,California,93105,USA,General hospital,,,,,,,
144518727,acbj.com,advance.net,"American City Business Journals, Inc.",120 W Morehead St Ste 400,,CHARLOTTE,North Carolina,28202,USA,Newspapers-publishing/printing,,,,,,,
70208723,stmarymed.com,dignityhealth.org,St. Mary Medical Center,1050 Linden Ave,,LONG BEACH,California,90813,USA,General hospital,,,,,,,
58558025,daysinn.com,wyndhamdestinations.com,"Wyndham Destinations, Inc.",22 Sylvan Way,,Parsippany,New Jersey,7054,USA,Hotel/motel operation,,,,,,,
603165379,www.ineos-styrolution.com,ineos-styrolution.com,Ineos Styrolution America LLC,4245 Meridian Pkwy Ste 151,,AURORA,Illinois,60504,USA,Mfg plastic materials/resins,,,,,,,
80708241,www.quadient.com,quadient.com,"Quadient, Inc.",478 Wheelers Farms Rd,,Milford,Connecticut,6461,USA,Mfg office machines,,,,,,,
27201219,www.hpb.com,becomegreen.info,"Half Price Books, Records, Magazines, Incorporated",5803 E Northwest Hwy,,Dallas,Texas,75231,USA,Ret books,,,,,,,
144798480,salenaboyd.isagenix.com,isagenix.com,"Isagenix International, LLC",155 E Rivulon Blvd,,GILBERT,Arizona,85297,USA,Mfg pharmaceutical preparations,,,,,,,
72475312,gradyhealth.org,thefdha.org,The Fulton Dekalb Hospital Authority,191 Peachtree St NE Ste 820,,ATLANTA,Georgia,30303,USA,Health/allied services,,,,,,,
72054927,marian.edu,connect.marian.edu,"Marian University, Inc.",3200 Cold Spring Rd,,Indianapolis,Indiana,46222,USA,College/university,,,,,,,
2845360,rsconstruction.com,tutorperini.com,"Rudolph and Sletten, Inc.",120 Constitution Dr,,Menlo Park,California,94025,USA,Nonresidential construction,,,,,,,
805415783,brockgroup.com,aegion.com,"Brinderson, LLC",18841 S Broadwick St,,Compton,California,90220,USA,Engineering services,,,,,,,
145900825,southernct.edu,ct.edu,Connecticut State University System,501 Crescent St,,New Haven,Connecticut,6515,USA,College/university,,,,,,,
38326740,www.webcotube.com,webcotube.com,"Webco Industries, Inc.",13301 W Highway 51,,SAND SPRINGS,Oklahoma,74063,USA,Blast furnace-steel works,,,,,,,
37156779,afiklmem.com,vimeo.com,"Vimeo.com, Inc.",330 W 34TH St FL 10,,NEW YORK,New York,10011,USA,Custom computer programming,,,,,,,
7933211,weingarten.com,kimcorealty.com,Weingarten Realty Investors,2600 Citadel Plaza Dr Ste 300,,Houston,Texas,77008,USA,Real estate investment trust,,,,,,,
144927415,enelgreenpower.com,enelnorthamerica.com,"Enel North America, Inc.",100 Brickstone Sq Ste 300,,ANDOVER,Massachusetts,1810,USA,Electric services,,,,,,,
71111199,sportwing.com,dawn-ent.com,"Dawn Enterprises, Inc.",9155 Sweet Valley Dr,,Cleveland,Ohio,44125,USA,Mfg plastic products,,,,,,,
24114479,gestigon.com,microsoft.com,Microsoft Corporation,2029 Stierlin Ct,,Mountain View,California,94043,USA,Prepackaged software services,,,,,,,
838193720,www.apexsystems.com,apexsystems.com,"Apex Systems, LLC",4400 Cox Rd Ste 200,,Glen Allen,Virginia,23060,USA,Help supply services,,,,,,,
624454810,www.1path.com,1path.com,Onepath Systems LLC,3100 Interstate North Cir SE Ste 277A,,Atlanta,Georgia,30339,USA,Computer maintenance/repair,,,,,,,
81314287,careers.astrazeneca.com,astrazeneca-us.com,"Astrazeneca, LLC",1800 Concord Pike,,Wilmington,Delaware,19803,USA,Whol drugs/sundries,,,,,,,
963292318,mycastlighthealth.com,castlighthealth.com,"Castlight Health, Inc.",150 Spear St Ste 400,,San Francisco,California,94105,USA,Data processing/preparation,,,,,,,
20385711,lawa.org,lawa.aero,Los Angeles World Airports,1 World Way,,Los Angeles,California,90045,USA,Airport/airport services,,,,,,,
806781928,texas.gov,dir.texas.gov,Texas Department of Information Resources,300 W 15TH St Ste 1300,,Austin,Texas,78701,USA,General government,,,,,,,
96620823,saic.edu,artic.edu,The Art Institute of Chicago,112 S Michigan Ave,,Chicago,Illinois,60603,USA,Museum/art gallery,,,,,,,
117335300,www.arconic.com,arconic.com,Arconic Corporation,201 Isabella St Ste 200,,PITTSBURGH,Pennsylvania,15212,USA,Aluminum rolling/drawing,,,,,,,
125123125,moleculardevices.com,de.moleculardevices.com,"Molecular Devices, LLC",3860 N 1ST St,,SAN JOSE,California,95134,USA,Mfg analytical instruments,,,,,,,
68177625,rbcwealthmanagement.com,rbc.com,"Rbc Capital Markets, LLC",200 Vesey St FL 9,,NEW YORK,New York,10281,USA,Security broker/dealer,,,,,,,
170755479,marysittonteam.com,thermofisher.com,Thermo Fisher Scientific (asheville) LLC,275 Aiken Rd,,ASHEVILLE,North Carolina,28804,USA,Mfg analytical instruments,,,,,,,
142230544,paramountequity.com,goodleap.com,"Goodleap, LLC",8781 Sierra College Blvd,,Roseville,California,95661,USA,Mortgage banker/correspondent,,,,,,,
615335358,paramount.com,viacomcbs.com,Viacom Inc.,1515 Broadway,,New York,New York,10036,USA,Cable/pay television service,,,,,,,
71034615,voa.org,volunteersofamerica.com,"Volunteers of America, Inc.",1660 Duke St Ste 100,,Alexandria,Virginia,22314,USA,Individual/family services,,,,,,,
17607060,mikealbertrental.com,mikealbert.com,Albert Mike Leasing,10340 Evendale Dr,,Cincinnati,Ohio,45241,USA,Passenger car leasing,,,,,,,
65038601,steadfastliving.com,irtliving.com,"Steadfast Management Company, Inc.",18100 Von Karman Ave Ste 500,,IRVINE,California,92612,USA,Real estate agent/manager,,,,,,,
627713568,weddingwire.com,theknotww.com,The Knot Worldwide Inc,2 Wisconsin Cir # 3,,CHEVY CHASE,Maryland,20815,USA,Misc personal services,,,,,,,
134129118,cortexpharm.com,pennstatehealth.org,St. Joseph Regional Health Network,2500 Bernville Rd,,Reading,Pennsylvania,19605,USA,General hospital,,,,,,,
618726079,mitsubishisolutions.com,us.mitsubishielectric.com,"Mitsubishi Electric Automation, Inc.",500 Corporate Woods Pkwy,,Vernon Hills,Illinois,60061,USA,Whol electrical equipment,,,,,,,
60458049,waukesha.k12.wi.us,sdw.waukesha.k12.wi.us,Waukesha School District,301 Hyde Park Ave,,WAUKESHA,Wisconsin,53188,USA,Elementary/secondary school,,,,,,,
74216409,www.a2schools.org,a2schools.org,"Public Schools of The City of Ann Arbor, Michigan",2555 S State St,,ANN ARBOR,Michigan,48104,USA,Elementary/secondary school,,,,,,,
72784002,gch.org,primehealthcare.com,"Prime Healthcare Services - Garden City, LLC",6245 Inkster Rd,,Garden City,Michigan,48135,USA,General hospital,,,,,,,
79288110,installedbuildingproducts.com,usainsulation.net,"Installed Building Products, Inc.",495 S High St Ste 50,,COLUMBUS,Ohio,43215,USA,Residential construction,,,,,,,
10622710,www.uchealth.org,uchealth.org,Yampa Valley Medical Center,1024 Central Park Dr,,STEAMBOAT SPRINGS,Colorado,80487,USA,General hospital,,,,,,,
